Tweet Id,Datetime,tweet,clean_text,sentiment
1330820404399665153,2020-11-23 10:28:04,"https://t.co/aTy7dPOu7M

Elephant Glass pipe

Rs. 599

Our brands believes   to provide the good quality products t… https://t.co/Qko4s0b3zW",Elephant Glass pipe Rs 599 Our brands believes to provide the good quality products t,positive
1330818311647494146,2020-11-23 10:19:45,"https://t.co/Wlo7s22aGV

4 inch Frog Pipe

Rs. 299

Our brands believes   to provide the good quality products to o… https://t.co/vAM57FTGQc",4 inch Frog Pipe Rs 299 Our brands believes to provide the good quality products to o,positive
1330817916313374721,2020-11-23 10:18:11,"https://t.co/mbog74uHwY

8 inch Bend Bong

Rs. 399

Our brands believes   to provide the good quality products to o… https://t.co/K2cbFyJTkM",8 inch Bend Bong Rs 399 Our brands believes to provide the good quality products to o,positive
1330816772220436480,2020-11-23 10:13:38,"https://t.co/T5ZU1NqN0L

4 Inch Black Eye   Pipe

Rs. 399

Our brands believes   to provide the good quality produc… https://t.co/ydHCg8gzEN",4 Inch Black Eye Pipe Rs 399 Our brands believes to provide the good quality produc,positive
1330816060971311105,2020-11-23 10:10:48,"https://t.co/CIoGP2tmXx

4 inch BB glass   pipe

Rs. 299

Our brands believes   to provide the good quality product… https://t.co/s4SNEEpVKd",4 inch BB glass pipe Rs 299 Our brands believes to provide the good quality product,positive
1330815182478602241,2020-11-23 10:07:19,"https://t.co/sNI5f3RsaJ

4 inch BB glass   pipe

Rs. 299

Our brands believes   to provide the good quality product… https://t.co/2iWd5JRoyB",4 inch BB glass pipe Rs 299 Our brands believes to provide the good quality product,positive
1330814842270191617,2020-11-23 10:05:58,"https://t.co/HtEeZWB6Nm

📷   4 inchglass pipe

Rs. 359

Our brands believes   to provide the good quality products… https://t.co/yHdDzFUtlf",4 inchglass pipe Rs 359 Our brands believes to provide the good quality products,positive
1330812848671399936,2020-11-23 09:58:03,"https://t.co/xbkQswyrUI

Sherlock 5 inch   glass pipe

Rs. 399

Our brands believes   to provide the good quality p… https://t.co/8vrsYAiy6X",Sherlock 5 inch glass pipe Rs 399 Our brands believes to provide the good quality p,positive
1330811673171558402,2020-11-23 09:53:22,"https://t.co/tX5LWWLZJW

Artistic 4 inch   glass pipe

Rs. 389

Our brands believes   to provide the good quality p… https://t.co/6QO3N3fUlH",Artistic 4 inch glass pipe Rs 389 Our brands believes to provide the good quality p,positive
1330810823707508736,2020-11-23 09:50:00,"https://t.co/ZIYeftIg8P

4 inch flit glass   pipe

Rs. 299

Our brands believes   to provide the good quality produ… https://t.co/o9M0f6Mj7D",4 inch flit glass pipe Rs 299 Our brands believes to provide the good quality produ,positive
1330808493285154819,2020-11-23 09:40:44,"https://t.co/HKUl3A6zbp

Artistic 4 inch   glass pipe

Rs. 389

Our brands believes   to provide the good quality p… https://t.co/Fachpx5w0q",Artistic 4 inch glass pipe Rs 389 Our brands believes to provide the good quality p,positive
1330808143102689280,2020-11-23 09:39:21,"https://t.co/T9ecZVGEQA

Twist 4 glass pipe

Rs. 349

Our brands believes   to provide the good quality products to… https://t.co/aBAMsE5bg0",Twist 4 glass pipe Rs 349 Our brands believes to provide the good quality products to,positive
1330807841523867648,2020-11-23 09:38:09,"https://t.co/VSvowLiM7i

Flit 4 inch glass   pipe

Rs. 389

Our brands believes   to provide the good quality produ… https://t.co/0hL9NzCoRn",Flit 4 inch glass pipe Rs 389 Our brands believes to provide the good quality produ,positive
1330807533741568001,2020-11-23 09:36:55,"https://t.co/SLIY7Vvaqd

Twist 4 inch glass   pipe

Rs. 389

Our brands believes   to provide the good quality prod… https://t.co/49rJ8ssgoi",Twist 4 inch glass pipe Rs 389 Our brands believes to provide the good quality prod,positive
1330806863902822402,2020-11-23 09:34:16,"https://t.co/jseN3WMg6J

Pokemon 6 inch   glass pipe

Rs. 389

Our brands   believes to provide the good quality pr… https://t.co/O5Q3pKeMdM",Pokemon 6 inch glass pipe Rs 389 Our brands believes to provide the good quality pr,positive
1330774252622991361,2020-11-23 07:24:41,@areebisaryan Hi! Please do not respond to any Phone Call/Email/SMS/Letters claiming to offer rewards/lucky draw pr… https://t.co/gK2nBs62kt,Hi Please do not respond to any Phone Call Email SMS Letters claiming to offer rewards lucky draw pr,positive
1330773384569843713,2020-11-23 07:21:14,"@iravishpandey Hi! Thanks for sharing your contact details via Private Message. We'll connect with you soon. Regards, Parv",Hi Thanks for sharing your contact details via Private Message We ll connect with you soon Regards Parv,positive
1330771976529461251,2020-11-23 07:15:38,@Snapdeal_Help I know these are fake call that's why I raised a complaint you have to take care of ur services (cus… https://t.co/VftCKWhrRG,Help I know these are fake call that s why I raised a complaint you have to take care of ur services cus,positive
1330771927078559744,2020-11-23 07:15:26,@iravishpandey Please PRIVATE MESSAGE us your contact details by clicking on the given link. Our team will get in t… https://t.co/NByPZWIbJE,Please PRIVATE MESSAGE us your contact details by clicking on the given link Our team will get in t,positive
1330771195269054464,2020-11-23 07:12:32,@Snapdeal_Help If you are not sharing any deatils of ur customer then how he know I purchased something frm snap de… https://t.co/Kg7Sa8ar99,Help If you are not sharing any deatils of ur customer then how he know I purchased something frm snap de,positive
1330770180167720960,2020-11-23 07:08:30,@iravishpandey Hi! Please do not respond to any Phone Call/Email/SMS/Letters claiming to offer rewards/lucky draw p… https://t.co/lcTltk76Sf,Hi Please do not respond to any Phone Call Email SMS Letters claiming to offer rewards lucky draw p,positive
1330769439218835457,2020-11-23 07:05:33,@snapdeal @Snapdeal_Help Today I got msg n call Frm this number he said that u won Tata Safari please take action a… https://t.co/xfsDYKsrW1,Help Today I got msg n call Frm this number he said that u won Tata Safari please take action a,positive
1330767944683454464,2020-11-23 06:59:37,@Shrek24774265 Please allow us sometime. We will connect with you at the earliest and help you out. Thanks! Parv,Please allow us sometime We will connect with you at the earliest and help you out Thanks Parv,positive
1330767889377345536,2020-11-23 06:59:23,@Shrek24774265 So sorry for the trouble. We will connect with you at the earliest and help you out. Thanks! Parv,So sorry for the trouble We will connect with you at the earliest and help you out Thanks Parv,positive
1330766984494022656,2020-11-23 06:55:48,@Shrek24774265 We always request our customers to never share their personal details publicly as our page is visibl… https://t.co/3V4a5DEzdW,We always request our customers to never share their personal details publicly as our page is visibl,negative
1330766704805175316,2020-11-23 06:54:41,"@Shrek24774265 Hi! Very sorry for the inconvenience caused, we've noted down the order ID &amp; I'll get this checked &amp;… https://t.co/zn3hC3DBSg",Hi Very sorry for the inconvenience caused we ve noted down the order ID amp I ll get this checked amp,negative
1330766505970044929,2020-11-23 06:53:54,"Information confirmed by your courier partner FedEx, Order refused from 18th Nov, still no action till 23rd Nov. It… https://t.co/0PgmLTtXOH",Information confirmed by your courier partner FedEx Order refused from 18th Nov still no action till 23rd Nov It,negative
1330765933225205760,2020-11-23 06:51:37,This is regarding my Order ID-37989738334 and complaint no-69193804. Unnecessarily harrasing me @snapdeal. Product… https://t.co/w7LSpBKLtM,This is regarding my Order ID 37989738334 and complaint no 69193804 Unnecessarily harrasing me Product,negative
1330764325993160704,2020-11-23 06:45:14,"कवच कढ़ा | हर्बल इम्यूनिटी बूस्टर | पारंपरिक भारतीय काढ़ा | आयुर्वेदिक 250 ग्राम मल्टीविटामिन्स पाउडर,… https://t.co/x1ORa67SCZ",250,neutral
1330761605156466688,2020-11-23 06:34:25,What about my wasted time and money. Worst service ever possible @amazonIN @JeffBezos @amazon you just lost a loyal… https://t.co/pYRHLaxICh,What about my wasted time and money Worst service ever possible you just lost a loyal,negative
1330757343244480512,2020-11-23 06:17:29,"zunpulse is #smart, so you can be lazy even on a Monday morning. 😴

Grab your #zunpulse smart devices from Amazon,… https://t.co/VIWHBbNyFi",zunpulse is smart so you can be lazy even on a Monday morning Grab your zunpulse smart devices from Amazon,positive
1330756172538777600,2020-11-23 06:12:50,"@snapdeal Micromax, samsung, LG

These brands are gonna bomb the future markets

Try getting Micromax into your han… https://t.co/GSwgBDoNPu",Micromax samsung LG These brands are gonna bomb the future markets Try getting Micromax into your han,negative
1330754975153065985,2020-11-23 06:08:04,"Want to make a statement with your kitchen faucet? 🤩
👉 https://t.co/kn859v8RkP
#ShopFromYourHome https://t.co/y6jhByCEKf",Want to make a statement with your kitchen faucet ShopFromYourHome,positive
1330752557057069058,2020-11-23 05:58:28,"@Flipkart @FlipkartVideo Flipkart is doing same mistake as did by snapdeal I.e more market poor service ,delay in d… https://t.co/6fnECCnkL3",Flipkart is doing same mistake as did by snapdeal I e more market poor service delay in d,negative
1330750816794284035,2020-11-23 05:51:33,"@AnkiT_Sheoran01 @flipkartsupport @Flipkart @amazonIN Actually flipkart is doing same mistake what snapdeal did..
T… https://t.co/AxPMmpcodb",Sheoran01 Actually flipkart is doing same mistake what snapdeal did T,negative
1330745784208220161,2020-11-23 05:31:33,@sandy3037 Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes… https://t.co/KOcux5ygKN,Hi Please do not respond to any Phone Call Email SMS Letter claiming to offer rewards lucky draw prizes,positive
1330726404003037186,2020-11-23 04:14:33,"#ecommerce under the radar

E-commerce will now be governed by all the laws that apply to direct selling. The guide… https://t.co/mKA5qKy4tp",ecommerce under the radar E commerce will now be governed by all the laws that apply to direct selling The guide,neutral
1330725696247795712,2020-11-23 04:11:44,"रिप्लेस ऑडर को डिलीवर करवाना था 
यहाँ तो रिप्लेस वाले आर्डर को ही कैंसिल कर दिया
1 महीने से ज्यादा हो गया आर्डर कि… https://t.co/vebQIc7jRS",1,neutral
1330693338538799105,2020-11-23 02:03:09,@snapdeal Chor,Chor,neutral
1330693225758167044,2020-11-23 02:02:42,@snapdeal Chor company Bach me rahna,Chor company Bach me rahna,neutral
1330693021495562240,2020-11-23 02:01:54,@snapdeal Chor company Bach me rahna.,Chor company Bach me rahna,neutral
1330645717346488321,2020-11-22 22:53:55,"@ThomsonTvIndia @Thomson_FRA @flipkartsupport @amazonIN @snapdeal 

Business working on Present situation not on yo… https://t.co/zY91mDLk18",FRA Business working on Present situation not on yo,neutral
1330590767820144642,2020-11-22 19:15:34,"How Do Ecommerce Sites Offer Free Shipping | Ecommerce Marketing Strategy | Free Shipping Ecommerce

Video link -… https://t.co/raCWgpGXEU",How Do Ecommerce Sites Offer Free Shipping Ecommerce Marketing Strategy Free Shipping Ecommerce Video link,positive
1330581082241056768,2020-11-22 18:37:05,"#GuwahatiRoars4SSR 
#Justice4SSR 

See what's selling on https://t.co/k1Ng4Cx7Em 
Rhea chakraborty Poster @ Rs 499… https://t.co/kTFdhV1yND",GuwahatiRoars4SSR Justice4SSR See what s selling on Rhea chakraborty Poster Rs 499,neutral
1330579197727653888,2020-11-22 18:29:36,@TheDeverakonda Naptol product ki Snapdeal product support. 🤣🤣🤣🤣. Adento anni scenes ki okate expressions,Naptol product ki Snapdeal product support Adento anni scenes ki okate expressions,positive
1330533115937349633,2020-11-22 15:26:29,@acha_suno_toh Snapdeal pe,suno toh Snapdeal pe,neutral
1330526547216801792,2020-11-22 15:00:23,"@Atom_epn Abe chutiye, Snapchat ko Snapdeal smjh ke tere jese chutiyo ne boycott kia tha..🤣🤣",epn Abe chutiye Snapchat ko Snapdeal smjh ke tere jese chutiyo ne boycott kia tha,negative
1330526210825347080,2020-11-22 14:59:03,@yogeshk718 Loudu snapdeal bhi tha.,Loudu snapdeal bhi tha,neutral
1330524995219460096,2020-11-22 14:54:13,@flipkartsupport @Flipkart @jagograhakjago @PiyushGoyalOffc Extremely bad service by customer care team. Even they… https://t.co/4UEsYboH7f,Extremely bad service by customer care team Even they,negative
1330524946729111552,2020-11-22 14:54:01,"@flipkartsupport @Flipkart what is this? this your double standard specialist response.
Your specialist  👎👎. write… https://t.co/OB4zabwpWo",what is this this your double standard specialist response Your specialist write,neutral
1330517401507606528,2020-11-22 14:24:02,@BeastBoyShub remember when indians review bombed snapdeal when snapchat CEO said something about indians? yea Jio was a mistake,remember when indians review bombed snapdeal when snapchat CEO said something about indians yea Jio was a mistake,negative
1330516343569993728,2020-11-22 14:19:50,@iamsubratranjan Hi! Sorry for the inconvenience caused to you. Please PRIVATE MESSAGE us your registered contact d… https://t.co/j9bKQvDSR2,Hi Sorry for the inconvenience caused to you Please PRIVATE MESSAGE us your registered contact d,negative
1330515895471407104,2020-11-22 14:18:03,"@Chandankumardes नमस्ते! अप्रिय अनुभव के लिए खेद है। कृपया नीचे दिए गए लिंक पर क्लिक करके हमें ऑर्डर आईडी दें, हम आ… https://t.co/kP6YRf1AR0",,neutral
1330515735777521666,2020-11-22 14:17:25,"@snapdeal 
Hlo Snapdeal customer service,
I want to change my Gmail id on Snapdeal,But I don't be able to change it .so pls try to help me.",Hlo Snapdeal customer service I want to change my Gmail id on Snapdeal But I don t be able to change it so pls try to help me,positive
1330515044115877889,2020-11-22 14:14:40,"@snapdeal 
@Snapdeal_Help
स्नैपडील से मेरा अनुरोध है कि मेरा रिफंड अभी तक नई आ पाया है 5 दिन हो गया मेरा पैसे का… https://t.co/w97dzaVATO",Help 5,positive
1330513594824290304,2020-11-22 14:08:55,"#BoycottNetflixIndia

Simply boycott trend is not enough for them.

Uninstall the Netflix app. Give 1 🌟 rating with… https://t.co/Ga80QC5NO7",BoycottNetflixIndia Simply boycott trend is not enough for them Uninstall the Netflix app Give 1 rating with,negative
1330507235525476352,2020-11-22 13:43:39,@Ramesh97411627 Hi! This number is incorrect and doesn't belong to Snapdeal. Thanks! Parv,Hi This number is incorrect and doesn t belong to Snapdeal Thanks Parv,positive
1330492251856887811,2020-11-22 12:44:06,@Rajesh78599748 @shyamsek Amazon use only single payment gateway for RuPay card transaction processing unlike flipk… https://t.co/99QGZw2DAj,Amazon use only single payment gateway for RuPay card transaction processing unlike flipk,positive
1330491097995489285,2020-11-22 12:39:31,"@NAVEENSHOHIR3 Hi! Apologies for this experience, please reach out to us via ""Private Message"" to share the screens… https://t.co/91ntCkLHuJ",Hi Apologies for this experience please reach out to us via Private Message to share the screens,positive
1330490112833097728,2020-11-22 12:35:36,"@Snapdeal_Help Snapdeal showing the photo of mobile in internet,and giving case.rate Rupees 220.",Help Snapdeal showing the photo of mobile in internet and giving case rate Rupees 220,positive
1330486040927285251,2020-11-22 12:19:26,@RakeshG60970097 Hi! Please do not respond to any Phone Call/Email/SMS claiming to offer rewards/lucky draw prizes… https://t.co/lWOY2nl90h,Hi Please do not respond to any Phone Call Email SMS claiming to offer rewards lucky draw prizes,positive
1330483884635480065,2020-11-22 12:10:51,Is this really from @snapdeal https://t.co/oyjLReC4G1,Is this really from,neutral
1330482910294536192,2020-11-22 12:06:59,"@Aniket4srk Yahi dialogue sasura @snapdeal maara tha... Aab naam sunte ho kya? @zomato  ne maara, aab sabko pata h… https://t.co/r5r2Aop6yA",Yahi dialogue sasura maara tha Aab naam sunte ho kya ne maara aab sabko pata h,neutral
1330474556314664960,2020-11-22 11:33:47,"Relaunching the brand: accelerating each process of the pipeline with conviction &amp; hard work of people.
Leadership… https://t.co/Sf9pPdeLO0",Relaunching the brand accelerating each process of the pipeline with conviction amp hard work of people Leadership,negative
1330440039197761537,2020-11-22 09:16:38,"@guptanagu8 Okkasari ee link choodandi

https://t.co/jqhLM1Wv3i",Okkasari ee link choodandi,neutral
1330436480284516352,2020-11-22 09:02:29,"@Flipkart 
आपके यहाँ से ऑर्डर किया गया लेकिन उपभोक्ता के साथ धोका दिया कैनवास सफ़ेद जूता की जगह लोकल रद्दी जूता भे… https://t.co/W1jP0dr1LV",,neutral
1330433378919751680,2020-11-22 08:50:10,@drsangitareddy @CNBCYoungTurks @1kunalbahl @debjani_ghosh_ @ShereenBhan @snapdeal @HospitalsApollo @nasscom @ficci_india Excellent,ghosh india Excellent,positive
1330419171189018624,2020-11-22 07:53:43,@Flipkart.@FlipkartStories.@_Kalyan_K.@flipkartsupport.@FlipkartSellers.The reply you have sent is absolutely ridic… https://t.co/CxsDDL99wF,Kalyan K The reply you have sent is absolutely ridic,neutral
1330415900290412544,2020-11-22 07:40:43,@snapdeal Get FLAT 50% off on most popular JVC headphones. Hurry up!!! Limited Stock https://t.co/Ht30t0CzIK,Get FLAT 50 off on most popular JVC headphones Hurry up Limited Stock,positive
1330415768886857729,2020-11-22 07:40:11,@snapdeal Get FLAT 50% off on most popular JVC headphones. Hurry up!!! Limited Stock https://t.co/Ht30t0kYka,Get FLAT 50 off on most popular JVC headphones Hurry up Limited Stock,positive
1330413410589216776,2020-11-22 07:30:49,"@myntra Shows your customer service Myntra ... in this ever evolving online world, if you don’t pull up your socks… https://t.co/dIr1oc7wrt",Shows your customer service Myntra in this ever evolving online world if you don t pull up your socks,neutral
1330408665774342145,2020-11-22 07:11:58,"@Radha78118226 Hi, Love it when you are happy with us. This shall continue forever. Thanks! Sia",Hi Love it when you are happy with us This shall continue forever Thanks Sia,positive
1330406951352639488,2020-11-22 07:05:09,"Invest in your good health now!

Your daily dose of nutrition, packed in purity. A healthy lifestyle with Vedasnest… https://t.co/22raH2gQ9i",Invest in your good health now Your daily dose of nutrition packed in purity A healthy lifestyle with Vedasnest,positive
1330404221150253064,2020-11-22 06:54:18,"@MandarSal Hi! Please ""Private Message"" us your contact no. by clicking on the link is given below and our team wil… https://t.co/urms0hjmzm",Hi Please Private Message us your contact no by clicking on the link is given below and our team wil,positive
1330403373909217280,2020-11-22 06:50:56,@Snapdeal_Help But question remains how these scamster knw we r snapdeal customers? Who gives u the right to sell c… https://t.co/owkRibmey9,Help But question remains how these scamster knw we r snapdeal customers Who gives u the right to sell c,positive
1330400175987200001,2020-11-22 06:38:14,@flipkartsupport Still you have done nothing. You have stopped valuing your customers. You will end like snapdeal a… https://t.co/x6fz4pTeOM,Still you have done nothing You have stopped valuing your customers You will end like snapdeal a,positive
1330400121389867008,2020-11-22 06:38:01,@flipkartsupport Still you have done nothing. You have stopped valuing your customers. You will end like snapdeal a… https://t.co/xL6Em1u5ay,Still you have done nothing You have stopped valuing your customers You will end like snapdeal a,positive
1330399963176710144,2020-11-22 06:37:23,@flipkartsupport Still you have done nothing. You have stopped valuing your customers. You will end like snapdeal a… https://t.co/g9K1sXO2b2,Still you have done nothing You have stopped valuing your customers You will end like snapdeal a,positive
1330398103757750273,2020-11-22 06:30:00,"The Road To A Contactless Economy | Catch @ShereenBhan in conversation with @1kunalbahl of @snapdeal,… https://t.co/aj9ZALSSkr",The Road To A Contactless Economy Catch in conversation with of,neutral
1330390555969290240,2020-11-22 06:00:00,"COMING UP AT 12 PM | The Road To A Contactless Economy

On @CNBCYoungTurks, catch @ShereenBhan in conversation with… https://t.co/ed3saUGCC0",COMING UP AT 12 PM The Road To A Contactless Economy On catch in conversation with,neutral
1330383930642591745,2020-11-22 05:33:41,Amp up your wedding season look with this traditional yet stylish pair of wedges. ♥️ https://t.co/uTP6eMVsVO… https://t.co/ovIjCJqMOz,Amp up your wedding season look with this traditional yet stylish pair of wedges,neutral
1330371435437588480,2020-11-22 04:44:01,@MonaTalreja Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw priz… https://t.co/1HCfdsDYJq,Hi Please do not respond to any Phone Call Email SMS Letter claiming to offer rewards lucky draw priz,positive
1330371186291720192,2020-11-22 04:43:02,Snapdeal lucky draw winner list https://t.co/IBUCCrcSMl,Snapdeal lucky draw winner list,positive
1330359472334774273,2020-11-22 03:56:29,@Spiritual_Sri Our team got in touch with you and updated you on the refund. Thanks! Avi,Sri Our team got in touch with you and updated you on the refund Thanks Avi,positive
1330339870816944130,2020-11-22 02:38:36,"@PepperMin11 @NiskanenCenter @mananm @MariaSalamancaM And here is one more
https://t.co/g5X5lpURji

FYI, there are… https://t.co/IOpzpaKkR3",And here is one more FYI there are,positive
1330301497373052933,2020-11-22 00:06:07,@Flipkart Lied about ac service.has been harrassing me for service since August. @amazon @snapdeal @Paytm… https://t.co/LqLttzhMM1,Lied about ac service has been harrassing me for service since August,negative
1330261990393180174,2020-11-21 21:29:08,@snapdeal Sir please gift me i am very big shopping please i am belong to very poor family @snapdeal,Sir please gift me i am very big shopping please i am belong to very poor family,positive
1330181069518360578,2020-11-21 16:07:35,@VishalK73033265 @amazonIN @JeffBezos @AmazonHelp @TechnicalGuruji @Flipkart @snapdeal @SonuSood @narendramodi अ… https://t.co/QA8SllXK9n,,neutral
1330177228429266945,2020-11-21 15:52:19,"@sachinkumarrai0 Hi! Facing any issue with us? Kindly elaborate your concern via ""Private Message"" so that we can a… https://t.co/F39aRnmdef",Hi Facing any issue with us Kindly elaborate your concern via Private Message so that we can a,positive
1330176164468559879,2020-11-21 15:48:05,"@snapdeal boycott is now trending
#boycott_snapdeal",boycott is now trending boycott snapdeal,negative
1330165787311689728,2020-11-21 15:06:51,@flipkartsupport I dont need soory. I need result. Even @snapdeal is better than you.,I dont need soory I need result Even is better than you,positive
1330158461347393536,2020-11-21 14:37:44,"Welcome &amp; Enjoy this winter with Oasis One Stop Solutions woolen products...

Pom Pom Cap Especially For You...

Bo… https://t.co/QZPX0ya6Do",Welcome amp Enjoy this winter with Oasis One Stop Solutions woolen products Pom Pom Cap Especially For You Bo,positive
1330156512241618944,2020-11-21 14:30:00,"COMING UP AT 8:30 PM | The Road To A Contactless Economy

On @CNBCYoungTurks, catch @ShereenBhan in conversation wi… https://t.co/q4TzkC8Xt7",COMING UP AT 8 30 PM The Road To A Contactless Economy On catch in conversation wi,neutral
1330154991433248775,2020-11-21 14:23:57,"@SanjayK37025315 यदि आप प्रोमो कोड का उपयोग करते समय कोई विशेष त्रुटि प्राप्त कर रहे हैं, तो कृपया ""निजी संदेश"" के… https://t.co/V0yM8v7MtD",,neutral
1330154937108541441,2020-11-21 14:23:44,"@SanjayK37025315 नमस्ते! असुविधा के लिए माफी चाहेंगे। उक्त प्रोमो कोड के नियम और शर्तों के अनुसार, उपयोगकर्ता को 20… https://t.co/Mrrihswoz4",20,neutral
1330149702147387395,2020-11-21 14:02:56,@flipkartsupport @UPGovt @CMHelpline1076 @PMOIndia @amazon @amazonIN @AmazonHelp @snapdeal @narendramodi @AJIOLife @Flipkart,,neutral
1330148427125153800,2020-11-21 13:57:52,"@venkyy36 Amazon, Flipkart, Myntra, Snapdeal, eBay,.....Etc..Etc...",Amazon Flipkart Myntra Snapdeal eBay Etc Etc,positive
1330140911423139843,2020-11-21 13:28:00,@amazon @Flipkart @snapdeal @myntra @narendramodi @aajtak @HMOIndia @zeerajasthan_ @1stIndiaNews,,neutral
1330134520968974338,2020-11-21 13:02:37,Hey @zomatoin being a part of hospitality industry don't listen unscrupulous advices of elements like @ReallySwara.… https://t.co/SosnJtUytw,Hey being a part of hospitality industry don t listen unscrupulous advices of elements like,positive
1330128858415321091,2020-11-21 12:40:07,@MandarSal Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes… https://t.co/czGVFVaXQf,Hi Please do not respond to any Phone Call Email SMS Letter claiming to offer rewards lucky draw prizes,positive
1330126758138568706,2020-11-21 12:31:46,"पत्नी द्वारा अपने पति को नए अंदाज में दी गयी धमकी :

तुम  जितना  समय, facebook,  WhatsApp, twitter को  दोगे..!

मैं… https://t.co/jgZ5JqTzBM",facebook WhatsApp twitter,neutral
1330113347023495175,2020-11-21 11:38:28,And in the end he just refused to give it to me. Finally after @m_starboy30  I'm also uninstalling @Flipkart after… https://t.co/hZCG3XqA1X,And in the end he just refused to give it to me Finally after starboy30 I m also uninstalling after,negative
1330106048317943810,2020-11-21 11:09:28,@ABPNews Reliance plz buy snapdeal also bechara China ka mal bech ke guzara kar rhaa hai 😀,Reliance plz buy snapdeal also bechara China ka mal bech ke guzara kar rhaa hai,positive
1330097249410551808,2020-11-21 10:34:30,Sensational apparel awaits you. Welna is the perfect choice for women who are planning to buy a wonderful cardigan.… https://t.co/GkMOfLVBCP,Sensational apparel awaits you Welna is the perfect choice for women who are planning to buy a wonderful cardigan,positive
1330095703415255040,2020-11-21 10:28:22,"@ImAnubhaB93 Hi! Apologies for this experience, please reach out to us via PRIVATE MESSAGE to share your details &amp;… https://t.co/02ERvOlT3h",Hi Apologies for this experience please reach out to us via PRIVATE MESSAGE to share your details amp,positive
1330095497705644033,2020-11-21 10:27:33,@Snapdeal_Help I want to return my order,Help I want to return my order,positive
1330095091990532098,2020-11-21 10:25:56,@Snapdeal_Help Can i share my suborder id,Help Can i share my suborder id,positive
1330094595947061249,2020-11-21 10:23:58,@ImAnubhaB93 We always request our customers to never share their personal details publicly as our page is visible… https://t.co/KfXbMn1dMH,We always request our customers to never share their personal details publicly as our page is visible,negative
1330094527198203904,2020-11-21 10:23:41,@ImAnubhaB93 Hi! Please elaborate on what went wrong via Private Message by clicking the below link. We’d like to c… https://t.co/L1S4F8hx7p,Hi Please elaborate on what went wrong via Private Message by clicking the below link We d like to c,positive
1330094346587287553,2020-11-21 10:22:58,@snapdeal @Snapdeal_Help I need ur help related to my order?? Any one,Help I need ur help related to my order Any one,positive
1330073184759058437,2020-11-21 08:58:53,"@rajuguide88 We have responded to your Private Message, please check. Thanks! Ashi",We have responded to your Private Message please check Thanks Ashi,positive
1330072512781291522,2020-11-21 08:56:13,"@Snapdeal_Help Hey, yesterday we came to know that our relative had ordered this for us and didn't tell us. They wa… https://t.co/OTf09cwf01",Help Hey yesterday we came to know that our relative had ordered this for us and didn t tell us They wa,positive
1330069689939206145,2020-11-21 08:45:00,"Young Turks | India's EdTech Boom

‘Next phase of #edtech will be vocational training. That would be the true ed-te… https://t.co/nBjfghVYCN",Young Turks India s EdTech Boom Next phase of edtech will be vocational training That would be the true ed te,positive
1330065606981390336,2020-11-21 08:28:46,@DezInnovation We always request our customers to never share their personal details publicly as our page is visibl… https://t.co/uckAA11V1R,We always request our customers to never share their personal details publicly as our page is visibl,negative
1330065534684188679,2020-11-21 08:28:29,@DezInnovation Hi! Sorry for the trouble. Please share your seller ID with us so that we can help you. Thanks! Avi  https://t.co/1qRWCpzKDS,Hi Sorry for the trouble Please share your seller ID with us so that we can help you Thanks Avi,positive
1330064434241343488,2020-11-21 08:24:07,"Email Id : shop.dezineinnovation@gmail.com
@snapdeal @Snapdeal_Help @SnapdealTech @snapdealdiaries @snapdeal https://t.co/JhA2vvJJql",Email Id shop dezineinnovation com Help,positive
1330059707059478536,2020-11-21 08:05:20,"Why wait before buying winter wear when stylish apparel is awaiting for you? For the best results, simply purchase… https://t.co/TiFk7aM3IS",Why wait before buying winter wear when stylish apparel is awaiting for you For the best results simply purchase,positive
1330057349386674180,2020-11-21 07:55:58,Never let the harsh winter weather affect your shopping. We have amazing and affordable sweatshirts for women. Get… https://t.co/smlmXR9Lv7,Never let the harsh winter weather affect your shopping We have amazing and affordable sweatshirts for women Get,positive
1330047686863679488,2020-11-21 07:17:34,"Wear the smartest deal of the day! 
⌚️⌚️ https://t.co/xTDdjhnGcO
#ShopFromYourHome https://t.co/lO7rly3fsM",Wear the smartest deal of the day ShopFromYourHome,positive
1330044199539011585,2020-11-21 07:03:42,"Just one look wouldn’t hurt. Click here https://t.co/rM7HkUfQb1 to get this sleek, stylish, and on-the-go… https://t.co/pCZF9CbUXy",Just one look wouldn t hurt Click here to get this sleek stylish and on the go,negative
1330038585605677058,2020-11-21 06:41:24,"https://t.co/np9b8y0Jzo

5 Inch Valentine Pipepack Of 2,white Pink

Rs. 299

Our   brands believes to provide the g… https://t.co/J54JWiNb65",5 Inch Valentine Pipepack Of 2 white Pink Rs 299 Our brands believes to provide the g,neutral
1330038397705056259,2020-11-21 06:40:39,@Ayushyee1 So sorry for the trouble. We will connect with you at the earliest and help you out. Thanks! Shreya,So sorry for the trouble We will connect with you at the earliest and help you out Thanks Shreya,positive
